1685746	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-2
1685747	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-20
1685748	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-21
1685749	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-22
1685750	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-23
1685751	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-24
1685752	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-25
1685753	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-26
1685754	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-27
1685756	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-29
1685757	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-3
1685759	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-31
1685761	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-33
1685763	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-35
1685764	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-36
1685765	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-37
1685768	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-4
1685769	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-40
1685771	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-42
1685772	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-43
1685775	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-46
1685776	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-47
1685777	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-48
1685779	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-5
1685780	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-50
1685781	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-51
1685783	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-6
1685785	|	12429	|	S	|	3	|	Lake Sarah-associated circular virus-8
1736634	|	12429	|	S	|	3	|	Torulaspora delbrueckii dsRNA Mbarr-1 killer virus
1755754	|	12429	|	S	|	3	|	Penicillium aurantiogriseum bipartite virus 1
1755781	|	12429	|	S	|	3	|	Penicillium aurantiogriseum partiti-like virus
1758881	|	12429	|	S	|	3	|	Daeseongdong virus 1
1758882	|	12429	|	S	|	3	|	Daeseongdong virus 2
1804155	|	12429	|	S	|	3	|	Marine RNA virus PAL438
1804157	|	12429	|	S	|	3	|	Marine RNA virus PAL_E4
1808960	|	12429	|	S	|	3	|	Phomopsis longicolla circular virus 1
1809112	|	12429	|	S	|	3	|	Lake Sarah-associated circular molecule 12
1820160	|	12429	|	S	|	3	|	Human feces pecovirus
1843763	|	12429	|	S	|	3	|	Bovine faeces associated circular DNA molecule 1
1843764	|	12429	|	S	|	3	|	Bovine faeces associated circular DNA virus 1
1843765	|	12429	|	S	|	3	|	Bovine faeces associated circular DNA virus 2
1843766	|	12429	|	S	|	3	|	Chamois faeces associated circular DNA virus 1
1843767	|	12429	|	S	|	3	|	Deer faeces associated circular DNA virus 1
1843768	|	12429	|	S	|	3	|	Duck faeces associated circular DNA virus 1
1843769	|	12429	|	S	|	3	|	Duck faeces associated circular DNA virus 2
1843770	|	12429	|	S	|	3	|	Duck faeces associated circular DNA virus 3
1843772	|	12429	|	S	|	3	|	Porcine faeces associated circular DNA molecule-1
1859492	|	12429	|	S	|	3	|	Kaumoebavirus
1868621	|	12429	|	S	|	3	|	Diaphorina citri flavi-like virus
1888308	|	12429	|	S	|	3	|	Wabat virus
1888317	|	12429	|	S	|	3	|	Duwamo virus
1888318	|	12429	|	S	|	3	|	Egaro virus
1897732	|	12429	|	S	|	3	|	Aphis glycines virus 2
1904876	|	12429	|	S	|	3	|	Human DNA virus
1911102	|	12429	|	S	|	3	|	Lodeiro virus
1911438	|	12429	|	S	|	3	|	Bradson virus
1911439	|	12429	|	S	|	3	|	Corey virus
1916647	|	12429	|	S	|	3	|	Burke-Gilman virus
1920988	|	12429	|	S	|	3	|	Diabrotica virgifera virgifera virus 2
1920989	|	12429	|	S	|	3	|	Diabrotica virgifera virgifera virus 3
1929030	|	12429	|	S	|	3	|	Swagivirus HG
1930302	|	12429	|	S	|	3	|	Chicken stool-associated circular virus
1930507	|	12429	|	S	|	3	|	Basavirus sp.
1930508	|	12429	|	S	|	3	|	Rasavirus sp.
1930510	|	12429	|	S	|	3	|	Posavirus sp.
1932881	|	12429	|	S	|	3	|	Pacmanvirus A23
1955175	|	12429	|	S	|	3	|	Cordoba virus
1955196	|	12429	|	S	|	3	|	Big Cypress virus
1955197	|	12429	|	S	|	3	|	Biratnagar virus
1955198	|	12429	|	S	|	3	|	Fort Crockett virus
1955199	|	12429	|	S	|	3	|	San Bernardo virus
1958785	|	12429	|	S	|	3	|	Bat badicivirus 1
1958786	|	12429	|	S	|	3	|	Bat badicivirus 2
1981916	|	12429	|	S	|	3	|	Salmovirus WFRC1
2010265	|	12429	|	S	|	3	|	Aedes alboannulatus toti-like virus 1
2010268	|	12429	|	S	|	3	|	Aedes camptorhynchus negev-like virus
2010269	|	12429	|	S	|	3	|	Aedes camptorhynchus reo-like virus
2010273	|	12429	|	S	|	3	|	Culex negev-like virus 1
2010274	|	12429	|	S	|	3	|	Culex negev-like virus 2
2010275	|	12429	|	S	|	3	|	Culex negev-like virus 3
2010278	|	12429	|	S	|	3	|	Leshenault partiti-like virus
2010279	|	12429	|	S	|	3	|	Point-Douro narna-like virus
2010280	|	12429	|	S	|	3	|	Wilkie narna-like virus 1
2010281	|	12429	|	S	|	3	|	Wilkie narna-like virus 2
2010283	|	12429	|	S	|	3	|	Wilkie partiti-like virus 1
2010284	|	12429	|	S	|	3	|	Wilkie partiti-like virus 2
2021738	|	12429	|	S	|	3	|	Hudisavirus sp.
2056385	|	12429	|	S	|	3	|	Varroa destructor virus 3
2077300	|	12429	|	S	|	3	|	Varroa mite associated virus 1
2080449	|	12429	|	S	|	3	|	Acanthamoeba castellanii medusavirus
2109373	|	12429	|	S	|	3	|	Chicken stool associated circular virus 1
2109374	|	12429	|	S	|	3	|	Chicken stool associated circular virus 2
2137352	|	12429	|	S	|	3	|	Pythium polare bunya-like RNA virus 1
2204151	|	12429	|	R3	|	3	|	unclassified DNA viruses
2340909	|	12429	|	S	|	3	|	Bovine serum-associated circular virus
2480172	|	12429	|	S	|	3	|	Cragig virus 1
2480175	|	12429	|	S	|	3	|	Elicom virus 1
2480177	|	12429	|	S	|	3	|	Halhan virus 2
2480178	|	12429	|	S	|	3	|	Halhan virus 3
2480179	|	12429	|	S	|	3	|	Mizyes virus 1
2480188	|	12429	|	S	|	3	|	Rudphi virus 5
340016	|	186616	|	S	|	3	|	uncultured virus
1379788	|	186616	|	S	|	3	|	Boiling Springs Lake RNA-DNA hybrid virus
2585030	|	2559587	|	R3	|	3	|	unclassified Riboviria
2732396	|	2559587	|	R3	|	3	|	Orthornavirae
2732397	|	2559587	|	R3	|	3	|	Pararnavirae
3420529	|	2559587	|	R3	|	3	|	Riboviria incertae sedis
35325	|	2559587	|	R3	|	3	|	dsRNA viruses
265963	|	2559587	|	R3	|	3	|	unclassified viroids
1425366	|	2559587	|	R3	|	3	|	Virus-associated RNAs
2731360	|	2731341	|	R3	|	3	|	Heunggongvirae
2732090	|	2731342	|	R3	|	3	|	Loebvirae
2732091	|	2731342	|	R3	|	3	|	Sangervirae
2732092	|	2731342	|	R3	|	3	|	Shotokuvirae
2732093	|	2731342	|	R3	|	3	|	Trapavirae
2732005	|	2732004	|	R3	|	3	|	Bamfordvirae
2872566	|	2732004	|	R3	|	3	|	unclassified Varidnaviria
3412606	|	2732004	|	R3	|	3	|	Abadenavirae
2840023	|	2840022	|	R3	|	3	|	Zilligvirae
2842321	|	2842242	|	F	|	3	|	Kolmioviridae
3424590	|	3403061	|	F	|	3	|	Obscuriviridae
10472	|	3403061	|	F	|	3	|	Plasmaviridae
10474	|	3403061	|	F	|	3	|	Fuselloviridae
185751	|	3403061	|	F	|	3	|	Pospiviroidae
185752	|	3403061	|	F	|	3	|	Avsunviroidae
292638	|	3403061	|	F	|	3	|	Globuloviridae
324686	|	3403061	|	F	|	3	|	Guttaviridae
423358	|	3403061	|	F	|	3	|	Bicaudaviridae
573053	|	3403061	|	F	|	3	|	Ampullaviridae
1232647	|	3403061	|	G	|	3	|	Dinodnavirus
1232737	|	3403061	|	F	|	3	|	Clavaviridae
1458186	|	3403061	|	F	|	3	|	Alphasatellitidae
1511855	|	3403061	|	F	|	3	|	Spiraviridae
1993640	|	3403061	|	F	|	3	|	Tolecusatellitidae
2169572	|	3403061	|	F	|	3	|	Portogloboviridae
2560062	|	3403061	|	F	|	3	|	Ovaliviridae
2732902	|	3403061	|	F	|	3	|	Halspiviridae
2732903	|	3403061	|	F	|	3	|	Thaspiviridae
2840056	|	3403061	|	C	|	3	|	Naldaviricetes
2946196	|	3403061	|	F	|	3	|	Polydnaviriformidae
3044467	|	3403061	|	F	|	3	|	Itzamnaviridae
2732006	|	3412574	|	R3	|	3	|	Helvetiavirae
2323	|	2	|	R3	|	3	|	Bacteria incertae sedis
48479	|	2	|	R3	|	3	|	environmental samples
49928	|	2	|	R3	|	3	|	unclassified Bacteria
68525	|	2	|	R3	|	3	|	delta/epsilon subdivisions
1783272	|	2	|	R3	|	3	|	Bacillati
3379134	|	2	|	R3	|	3	|	Pseudomonadati
3384189	|	2	|	R3	|	3	|	Fusobacteriati
3384194	|	2	|	R3	|	3	|	Thermotogati
1783275	|	2157	|	R3	|	3	|	Thermoproteati
1783276	|	2157	|	R3	|	3	|	Nanobdellati
1935183	|	2157	|	R3	|	3	|	Promethearchaeati
3366610	|	2157	|	R3	|	3	|	Methanobacteriati
3027	|	2759	|	C	|	3	|	Cryptophyceae
33090	|	2759	|	R3	|	3	|	Viridiplantae
33154	|	2759	|	R3	|	3	|	Opisthokonta
554915	|	2759	|	R3	|	3	|	Amoebozoa
2611341	|	2759	|	R3	|	3	|	Metamonada
2611352	|	2759	|	R3	|	3	|	Discoba
2698737	|	2759	|	R3	|	3	|	Sar
36549	|	28384	|	R3	|	3	|	plasmids
1250315	|	12877	|	R4	|	4	|	RNA satellites
2609695	|	12877	|	R4	|	4	|	DNA satellites
762906	|	451344	|	S	|	4	|	Hyperthermophilic Archaeal Virus 2
1032473	|	451344	|	S	|	4	|	Aeropyrum pernix spindle-shaped virus 1
1115696	|	451344	|	S	|	4	|	Thermococcus prieurii virus 1
1932713	|	451344	|	S	|	4	|	Aeropyrum globular virus 1
2023155	|	451344	|	S	|	4	|	Metallosphaera turreted icosahedral virus
2282642	|	2204151	|	S	|	4	|	Arctopus echinatus-associated virus
2282643	|	2204151	|	S	|	4	|	Holcus lanatus-associated virus
2282644	|	2204151	|	S	|	4	|	Lolium perenne-associated virus
2282645	|	2204151	|	S	|	4	|	Panicum ecklonii-associated virus
2282646	|	2204151	|	S	|	4	|	Stipagrostis associaed virus
35342	|	2204151	|	R4	|	4	|	unclassified ssDNA viruses
51368	|	2204151	|	R4	|	4	|	unclassified dsDNA viruses
79205	|	2204151	|	R4	|	4	|	unclassified dsDNA phages
2136008	|	2204151	|	R4	|	4	|	unclassified archaeal dsDNA viruses
2136181	|	2204151	|	R4	|	4	|	unclassified ssDNA bacterial viruses
2873234	|	2585030	|	S	|	4	|	Arceuthobium sichuanense virus 1
439490	|	2585030	|	R4	|	4	|	unclassified ssRNA viruses
1922348	|	2585030	|	R4	|	4	|	unclassified RNA viruses ShiM-2016
1926997	|	2585030	|	S	|	4	|	Bivalve RNA virus G4
1926998	|	2585030	|	S	|	4	|	Bivalve hepelivirus G
1930920	|	2585030	|	S	|	4	|	Adelphocoris suturalis virus
1930921	|	2585030	|	S	|	4	|	Nesidiocoris tenuis virus
2025595	|	2585030	|	S	|	4	|	Abisko virus
2079458	|	2585030	|	S	|	4	|	Osedax japonicus RNA virus 1
2303160	|	2585030	|	S	|	4	|	Phytophthora infestans RNA virus 2
2732405	|	2732396	|	P	|	4	|	Duplornaviricota
2732406	|	2732396	|	P	|	4	|	Kitrinoviricota
2732407	|	2732396	|	P	|	4	|	Lenarviricota
2732408	|	2732396	|	P	|	4	|	Pisuviricota
2788808	|	2732396	|	R4	|	4	|	unclassified Orthornavirae
10993	|	2732396	|	F	|	4	|	Birnaviridae
1283210	|	2732396	|	F	|	4	|	Permutotetraviridae
2497569	|	2732396	|	P	|	4	|	Negarnaviricota
2732409	|	2732397	|	P	|	4	|	Artverviricota
3420547	|	3420529	|	O	|	4	|	Tombendovirales
3424677	|	3420529	|	F	|	4	|	Tonesaviridae
2732900	|	3420529	|	F	|	4	|	Polymycoviridae
39780	|	35325	|	R4	|	4	|	unclassified dsRNA viruses
529840	|	265963	|	S	|	4	|	Mulberry small circular viroid-like RNA 1
758918	|	265963	|	S	|	4	|	Rubber viroid India/2009
1423421	|	265963	|	S	|	4	|	Cherry leaf scorch small circular viroid-like RNA 1
64021	|	265963	|	S	|	4	|	Cherry small circular viroid-like RNA
190808	|	265963	|	S	|	4	|	Apple fruit crinkle viroid
3447223	|	1425366	|	R4	|	4	|	unclassified Virus-associated RNAs
2731361	|	2731360	|	P	|	4	|	Peploviricota
2731618	|	2731360	|	P	|	4	|	Uroviricota
2732410	|	2732090	|	P	|	4	|	Hofneiviricota
2732412	|	2732091	|	P	|	4	|	Phixviricota
2732415	|	2732092	|	P	|	4	|	Cossaviricota
2732416	|	2732092	|	P	|	4	|	Cressdnaviricota
3412625	|	2732092	|	P	|	4	|	Commensaviricota
2732448	|	2732093	|	P	|	4	|	Saleviricota
2732007	|	2732005	|	P	|	4	|	Nucleocytoviricota
2732008	|	2732005	|	P	|	4	|	Preplasmiviricota
2872567	|	2872566	|	S	|	4	|	Varidnaviria sp.
3412607	|	3412606	|	P	|	4	|	Produgelaviricota
2840024	|	2840023	|	P	|	4	|	Taleaviricota
2842623	|	2842321	|	G	|	4	|	Daazvirus
2842628	|	2842321	|	G	|	4	|	Daletvirus
2842649	|	2842321	|	G	|	4	|	Dobrovirus
39759	|	2842321	|	G	|	4	|	Deltavirus
3425117	|	3424590	|	G	|	4	|	Cebaduodecimvirus
10473	|	10472	|	G	|	4	|	Plasmavirus
10475	|	10474	|	G	|	4	|	Alphafusellovirus
693626	|	10474	|	F1	|	4	|	unclassified Fuselloviridae
1299307	|	10474	|	G	|	4	|	Betafusellovirus
185753	|	185751	|	G	|	4	|	Pospiviroid
185754	|	185751	|	G	|	4	|	Cocadviroid
185756	|	185751	|	G	|	4	|	Apscaviroid
185757	|	185751	|	G	|	4	|	Coleviroid
147262	|	185751	|	G	|	4	|	Hostuviroid
185758	|	185752	|	G	|	4	|	Avsunviroid
185759	|	185752	|	G	|	4	|	Pelamoviroid
564640	|	185752	|	G	|	4	|	Elaviroid
2842370	|	292638	|	G	|	4	|	Alphaglobulovirus
1298634	|	324686	|	G	|	4	|	Betaguttavirus
680194	|	423358	|	G	|	4	|	Bicaudavirus
1123963	|	423358	|	F1	|	4	|	unclassified Bicaudaviridae
2842567	|	573053	|	G	|	4	|	Bottigliavirus
650121	|	1232647	|	S	|	4	|	Heterocapsa circularisquama DNA virus 01
1232738	|	1232737	|	G	|	4	|	Clavavirus
2714172	|	1458186	|	F1	|	4	|	unclassified Alphasatellitidae
2842420	|	1458186	|	F1	|	4	|	Petromoalphasatellitinae
283494	|	1458186	|	F1	|	4	|	Geminialphasatellitinae
1441744	|	1458186	|	F1	|	4	|	Nanoalphasatellitinae
1511856	|	1511855	|	G	|	4	|	Alphaspiravirus
1993641	|	1993640	|	G	|	4	|	Deltasatellite
190729	|	1993640	|	G	|	4	|	Betasatellite
2169647	|	2169572	|	G	|	4	|	Alphaportoglobovirus
2560089	|	2560062	|	G	|	4	|	Alphaovalivirus
352476	|	2732902	|	G	|	4	|	Salterprovirus
2733304	|	2732903	|	G	|	4	|	Nitmarvirus
2840070	|	2840056	|	O	|	4	|	Lefavirales
196937	|	2840056	|	F	|	4	|	Nimaviridae
2946836	|	2946196	|	G	|	4	|	Bracoviriform
2948762	|	2946196	|	G	|	4	|	Ichnoviriform
3044702	|	3044467	|	G	|	4	|	Demiitzamnavirus
3044794	|	3044467	|	G	|	4	|	Pletoitzamnavirus
2732009	|	2732006	|	P	|	4	|	Dividoviricota
1783234	|	2323	|	R4	|	4	|	Bacteria candidate phyla
77133	|	48479	|	S	|	4	|	uncultured bacterium
558688	|	48479	|	S	|	4	|	uncultured bacterium HH1107
558689	|	48479	|	S	|	4	|	uncultured bacterium HHV35
2355	|	49928	|	S	|	4	|	unidentified bacterial endosymbiont
28221	|	68525	|	C	|	4	|	Deltaproteobacteria
1798711	|	1783272	|	R4	|	4	|	Cyanobacteriota/Melainabacteria group
1239	|	1783272	|	P	|	4	|	Bacillota
67819	|	1783272	|	P	|	4	|	Armatimonadota
200795	|	1783272	|	P	|	4	|	Chloroflexota
201174	|	1783272	|	P	|	4	|	Actinomycetota
544448	|	1783272	|	P	|	4	|	Mycoplasmatota
1154676	|	1783272	|	P	|	4	|	Vulcanimicrobiota
1224	|	3379134	|	P	|	4	|	Pseudomonadota
29547	|	3379134	|	P	|	4	|	Campylobacterota
40117	|	3379134	|	P	|	4	|	Nitrospirota
57723	|	3379134	|	P	|	4	|	Acidobacteriota
67818	|	3379134	|	P	|	4	|	Atribacterota
68297	|	3379134	|	P	|	4	|	Dictyoglomota
74152	|	3379134	|	P	|	4	|	Elusimicrobiota
200783	|	3379134	|	P	|	4	|	Aquificota
200930	|	3379134	|	P	|	4	|	Deferribacterota
200938	|	3379134	|	P	|	4	|	Chrysiogenota
200940	|	3379134	|	P	|	4	|	Thermodesulfobacteriota
203691	|	3379134	|	P	|	4	|	Spirochaetota
1783257	|	3379134	|	R4	|	4	|	PVC group
1783270	|	3379134	|	R4	|	4	|	FCB group
1802340	|	3379134	|	R4	|	4	|	Nitrospinota/Tectimicrobiota group
1930617	|	3379134	|	P	|	4	|	Calditrichota
2138240	|	3379134	|	P	|	4	|	Coprothermobacterota
2498710	|	3379134	|	R4	|	4	|	Caldisericota/Cryosericota group
2818505	|	3379134	|	P	|	4	|	Myxococcota
3002442	|	3379134	|	P	|	4	|	Thermodesulfobiota
3018035	|	3379134	|	P	|	4	|	Bdellovibrionota
3027942	|	3379134	|	P	|	4	|	Thermomicrobiota
3123113	|	3379134	|	P	|	4	|	Thermosulfidibacterota
32066	|	3384189	|	P	|	4	|	Fusobacteriota
1297	|	3384194	|	P	|	4	|	Deinococcota
200918	|	3384194	|	P	|	4	|	Thermotogota
508458	|	3384194	|	P	|	4	|	Synergistota
28889	|	1783275	|	P	|	4	|	Thermoproteota
651137	|	1783275	|	P	|	4	|	Nitrososphaerota
1801631	|	1783276	|	P	|	4	|	Microcaldota
192989	|	1783276	|	P	|	4	|	Nanobdellota
1462430	|	1783276	|	P	|	4	|	Candidatus Nanohalarchaeota
3366641	|	1935183	|	P	|	4	|	Promethearchaeota
28890	|	3366610	|	P	|	4	|	Methanobacteriota
2283796	|	3366610	|	P	|	4	|	Thermoplasmatota
589342	|	3027	|	O	|	4	|	Pyrenomonadales
589350	|	3027	|	O	|	4	|	Cryptomonadales
35493	|	33090	|	P	|	4	|	Streptophyta
33208	|	33154	|	R4	|	4	|	Metazoa
4751	|	33154	|	R4	|	4	|	Fungi
2605435	|	554915	|	P	|	4	|	Evosea
5719	|	2611341	|	P	|	4	|	Parabasalia
207245	|	2611341	|	P	|	4	|	Fornicata
5752	|	2611352	|	P	|	4	|	Heterolobosea
33682	|	2611352	|	P	|	4	|	Euglenozoa
33630	|	2698737	|	R4	|	4	|	Alveolata
33634	|	2698737	|	R4	|	4	|	Stramenopiles
543769	|	2698737	|	R4	|	4	|	Rhizaria
45419	|	36549	|	S	|	4	|	Plasmid pFA6
77644	|	36549	|	S	|	4	|	IncQ plasmid pIE1120
167474	|	36549	|	S	|	4	|	Plasmid pWW100
2468	|	36549	|	S	|	4	|	Plasmid NR79
2474	|	36549	|	S	|	4	|	Plasmid PDS075
2486	|	36549	|	S	|	4	|	Plasmid R387
2488	|	36549	|	S	|	4	|	Plasmid R46
2503	|	36549	|	S	|	4	|	Plasmid RP4
2508	|	36549	|	S	|	4	|	Plasmid R
2524	|	36549	|	S	|	4	|	Plasmid pAM77
2525	|	36549	|	S	|	4	|	Plasmid pAZ1
2571	|	36549	|	S	|	4	|	Plasmid pIP1527
2575	|	36549	|	S	|	4	|	Plasmid pIP630
2578	|	36549	|	S	|	4	|	Plasmid pJHC-MW1
2609	|	36549	|	S	|	4	|	Plasmid pNG2
2641	|	36549	|	S	|	4	|	Plasmid pTB913
2655	|	36549	|	S	|	4	|	Plasmid pUB110
28406	|	36549	|	S	|	4	|	Plasmid pGT633
28425	|	36549	|	S	|	4	|	Plasmid pWP113a
36542	|	36549	|	S	|	4	|	Plasmid pE5
1250316	|	1250315	|	S	|	5	|	Olive viral satellite RNA
1538550	|	1250315	|	S	|	5	|	Ethiopian tobacco bushy top virus satellite RNA
1958957	|	1250315	|	S	|	5	|	Cassava satellite virus
2219109	|	1250315	|	S	|	5	|	Botrytis cinerea hypovirus 1 satellite-like RNA
2219110	|	1250315	|	S	|	5	|	Botrytis cinerea hypovirus 1 satellite-like RNA-S
198607	|	1250315	|	R5	|	5	|	Double stranded RNA satellites
373507	|	1250315	|	R5	|	5	|	Single stranded RNA satellites
570949	|	1250315	|	S	|	5	|	Carrot mottle mimic virus satellite RNA
570950	|	1250315	|	S	|	5	|	Carrot mottle virus satellite RNA
361688	|	2609695	|	R5	|	5	|	Single stranded DNA satellites
1592207	|	2609695	|	S	|	5	|	Sewage-associated circular DNA molecule
1592211	|	2609695	|	S	|	5	|	Sewage-associated circular DNA molecule-1
1592212	|	2609695	|	S	|	5	|	Sewage-associated circular DNA molecule-3
1595961	|	2609695	|	S	|	5	|	Sewage-associated circular DNA molecule-2
575913	|	35342	|	S	|	5	|	Sea turtle tornovirus 1
642251	|	35342	|	S	|	5	|	Circovirus-like genome RW-A
642252	|	35342	|	S	|	5	|	Circovirus-like genome RW-B
642253	|	35342	|	S	|	5	|	Circovirus-like genome RW-C
642254	|	35342	|	S	|	5	|	Circovirus-like genome RW-D
642258	|	35342	|	S	|	5	|	Circovirus-like genome SAR-A
642259	|	35342	|	S	|	5	|	Circovirus-like genome SAR-B
642260	|	35342	|	S	|	5	|	Circovirus-like genome BBC-A
1224510	|	35342	|	S	|	5	|	Nepavirus
1234874	|	35342	|	S	|	5	|	Dragonfly orbiculatusvirus
1234878	|	35342	|	S	|	5	|	Dragonfly cyclicusvirus
1234888	|	35342	|	S	|	5	|	Dragonfly-associated microphage 1
1282444	|	35342	|	S	|	5	|	Cyanoramphus nest associated circular K DNA virus
1296573	|	35342	|	S	|	5	|	Gastropod associated circular ssDNA virus
1407638	|	35342	|	S	|	5	|	Circo-like virus-Brazil
1454026	|	35342	|	S	|	5	|	Dragonfly larvae associated circular virus-5
1454027	|	35342	|	S	|	5	|	Dragonfly larvae associated circular virus-6
1454028	|	35342	|	S	|	5	|	Dragonfly larvae associated circular virus-7
1454029	|	35342	|	S	|	5	|	Dragonfly larvae associated circular virus-8
1516127	|	35342	|	S	|	5	|	Chaetoceros tenuissimus DNA virus type-II
1521385	|	35342	|	S	|	5	|	McMurdo Ice Shelf pond-associated circular DNA virus-1
1521386	|	35342	|	S	|	5	|	McMurdo Ice Shelf pond-associated circular DNA virus-2
